"name","transcript_start","transcript_end","strand","chromosome","short_description","Curator_summary","Locus"
"AT1G48980.1",18118017,18120647,"+","1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",NA,"AT1G48980"
"AT1G48990.1",18121434,18122155,"+","1","Oleosin family protein",NA,"AT1G48990"
"AT1G49000.1",18123459,18124165,"-","1",NA,NA,"AT1G49000"
"AT1G49005.1",18128686,18131522,"-","1","CLAVATA3/ESR-RELATED 11","Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon. Can partially replace CLV3 function in vivo.","AT1G49005"
"AT1G49010.1",18132645,18133925,"+","1","Duplicated homeodomain-like superfamily protein",NA,"AT1G49010"
"AT1G49015.1",18134528,18135312,"+","1","DPP6 N-terminal domain-like protein",NA,"AT1G49015"
"AT1G49030.1",18136705,18137946,"+","1","PLAC8 family protein",NA,"AT1G49030"
"AT1G49032.1",18138268,18139005,"+","1",NA,NA,"AT1G49032"
"AT1G49040.1",18139234,18148981,"-","1","stomatal cytokinesis defective / SCD1 protein (SCD1)","Encodes soluble protein containing N-terminal DENN domain and eight C-terminal WD-40 repeats. Involved in cytokinesis of guard mother cells and leaf epidermal cells.  The overall growth and development of mutant plants is severely affected, they are smaller than wt, with defects in seedling development, leaf expansion and flower morphology which renders the mutant conditionally sterile.","AT1G49040"
"AT1G49050.1",18150538,18153361,"+","1","Eukaryotic aspartyl protease family protein",NA,"AT1G49050"
"AT1G49100.1",18166147,18170105,"-","1","Leucine-rich repeat protein kinase family protein",NA,"AT1G49100"
"AT1G49110.1",18171595,18172450,"+","1",NA,NA,"AT1G49110"
"AT1G49120.1",18173427,18174416,"+","1","Integrase-type DNA-binding superfamily protein","encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.","AT1G49120"
"AT1G49130.1",18174740,18175964,"-","1","B-box type zinc finger protein with CCT domain",NA,"AT1G49130"
"AT1G49140.1",18176772,18178298,"-","1","Complex I subunit NDUFS6",NA,"AT1G49140"
"AT1G49150.1",18178577,18179023,"+","1",NA,NA,"AT1G49150"
"AT1G49160.2",18179304,18182342,"-","1","Protein kinase superfamily protein","Encodes a member of the WNK family (9 members in all) of protein kinases, the structural design of which is clearly distinct from those of other known protein kinases, such as receptor-like kinases and mitogen-activated protein kinases. Its","AT1G49160"
"AT1G49170.1",18183266,18184443,"-","1","Protein of unknown function (DUF167)",NA,"AT1G49170"
"AT1G49180.1",18184654,18187529,"-","1","protein kinase family protein",NA,"AT1G49180"
"AT1G49190.2",18191267,18193782,"+","1","response regulator 19","member of Response Regulator: B- Type","AT1G49190"
"AT1G49200.1",18198227,18199168,"+","1","RING/U-box superfamily protein",NA,"AT1G49200"
"AT1G49210.1",18201889,18202764,"+","1","RING/U-box superfamily protein",NA,"AT1G49210"
"AT1G49220.1",18205934,18206701,"+","1","RING/U-box superfamily protein",NA,"AT1G49220"
"AT1G49230.1",18209261,18210128,"+","1","RING/U-box superfamily protein",NA,"AT1G49230"
"AT1G49240.1",18215872,18218313,"+","1","actin 8","Member of a subclass of actins composed of ACT2 and ACT8. Its mRNA is strongly expressed in strongly expressed in leaves, roots, stems, flowers, pollen, and siliques. However, protein expression, assayed by a ACT8:GUS fusion reporter, is very low in pollen.","AT1G49240"
"AT1G49245.1",18218750,18219261,"+","1","Prefoldin chaperone subunit family protein",NA,"AT1G49245"
"AT1G49250.1",18220533,18224256,"+","1","ATP-dependent DNA ligase",NA,"AT1G49250"
"AT1G49260.1",18225870,18226967,"+","1",NA,NA,"AT1G49260"
"AT1G49270.1",18227334,18230227,"-","1","Protein kinase superfamily protein","Encodes a member of the proline-rich extensin-like receptor kinase (PERK) family.  This family consists of 15 predicted receptor kinases (PMID: 15653807).","AT1G49270"
"AT1G49290.1",18232608,18233624,"-","1",NA,NA,"AT1G49290"
"AT1G49300.1",18234724,18237231,"+","1","RAB GTPase homolog  G3E","encodes a small GTPase involved in membrane trafficking. Gene expression is induced by hydrogen peroxide and lines. Lines overexpressing the gene are more tolerant to high salt and hyperosmotic conditions.","AT1G49300"
"AT1G49310.1",18237863,18238367,"-","1",NA,NA,"AT1G49310"
"AT1G49320.1",18246305,18247992,"+","1","unknown seed protein like 1","Encodes USPL1, a BURP domain protein targeted to the protein storage vacuoles.  Overexpression of USPL1 affects seed development, protein storage vacuoles and lipid vesicles morphology and function.","AT1G49320"
"AT1G49330.1",18250043,18251038,"+","1","hydroxyproline-rich glycoprotein family protein",NA,"AT1G49330"
"AT1G49340.2",18252355,18264462,"+","1","Phosphatidylinositol 3- and 4-kinase family protein","Encodes a phosphatidylinositol 4-kinase that is expressed in inflorescences and shoots.","AT1G49340"
"AT1G49350.1",18264971,18267270,"+","1","pfkB-like carbohydrate kinase family protein",NA,"AT1G49350"
"AT1G49360.1",18267231,18269448,"-","1","F-box family protein",NA,"AT1G49360"
"AT1G49380.1",18276707,18279528,"+","1","cytochrome c biogenesis protein family",NA,"AT1G49380"
"AT1G49390.1",18279600,18280978,"+","1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",NA,"AT1G49390"
"AT1G49400.1",18283032,18284202,"+","1","Nucleic acid-binding, OB-fold-like protein",NA,"AT1G49400"
"AT1G49405.1",18284335,18284947,"-","1","Uncharacterised protein family (UPF0497)",NA,"AT1G49405"
"AT1G49410.1",18285448,18286902,"-","1","translocase of the outer mitochondrial membrane 6",NA,"AT1G49410"
"AT1G49420.1",18287859,18288650,"-","1","Heavy metal transport/detoxification superfamily protein",NA,"AT1G49420"
"AT1G49430.1",18291043,18295825,"+","1","long-chain acyl-CoA synthetase 2","Encodes a long chain acyl-CoA synthetase that catalyzes the synthesis of omega-hydroxy fatty acyl-CoA intermediates in the pathway to cutin synthesis. Required for repression of lateral root formation.","AT1G49430"
"AT1G49435.1",18299430,18299862,"-","1","low-molecular-weight cysteine-rich 16","Encodes a member of a family of small,secreted, cysteine rich protein with sequence similarity to the PCP (pollen coat protein) gene family.","AT1G49435"
"AT1G49450.1",18305541,18307557,"+","1","Transducin/WD40 repeat-like superfamily protein",NA,"AT1G49450"
"AT1G49470.1",18310494,18311634,"+","1","Family of unknown function (DUF716)",NA,"AT1G49470"
"AT1G49475.1",18312920,18314016,"+","1","AP2/B3-like transcriptional factor family protein",NA,"AT1G49475"
"AT1G49480.1",18314178,18316645,"-","1","related to vernalization1 1","Encodes a nuclear-localized DNA-binding protein that interacts with ITN1 at the PM and nuclei in vivo and may regulate ITN's subcellular localization.","AT1G49480"
"AT1G49490.1",18317563,18320106,"-","1","Leucine-rich repeat (LRR) family protein",NA,"AT1G49490"
"AT1G49500.1",18321295,18322284,"-","1",NA,NA,"AT1G49500"
"AT1G49510.1",18326870,18328610,"+","1","embryo defective 1273",NA,"AT1G49510"
"AT1G49520.1",18329696,18331869,"+","1","SWIB complex BAF60b domain-containing protein",NA,"AT1G49520"
"AT1G49530.1",18332429,18333689,"+","1","geranylgeranyl pyrophosphate synthase 6","encodes a mitochondria-targeted geranylgeranyl pyrophosphate synthase","AT1G49530"
"AT1G49540.2",18333623,18337489,"-","1","elongator protein 2",NA,"AT1G49540"
"AT1G49560.1",18342554,18344363,"+","1","Homeodomain-like superfamily protein",NA,"AT1G49560"
"AT1G49570.1",18347036,18348951,"+","1","Peroxidase superfamily protein",NA,"AT1G49570"
"AT1G49580.1",18351458,18354619,"+","1","Calcium-dependent protein kinase (CDPK) family protein",NA,"AT1G49580"
"AT1G49590.1",18354786,18356642,"+","1","C2H2 and C2HC zinc fingers superfamily protein","Encodes a novel nucleic acid-binding protein that is required for both RdDM (RNA-directed DNA methylation) and pre-mRNA splicing.","AT1G49590"
"AT1G49600.1",18356886,18360150,"-","1","RNA-binding protein 47A",NA,"AT1G49600"
"AT1G49610.1",18361679,18363192,"-","1","F-box family protein",NA,"AT1G49610"
"AT1G49620.1",18365491,18366559,"-","1","Cyclin-dependent kinase inhibitor family protein","Kip-related protein (KRP) gene, encodes CDK (cyclin-dependent kinase) inhibitor (CKI), negative regulator of cell division. A member of seven KRP genes found in Arabidopsis thaliana. Differential expression patterns for distinct KRPs were revealed by in situ hybridization. Binds to D type cyclins and may inhibit cell cycle.","AT1G49620"
"AT1G49630.1",18367594,18375381,"-","1","presequence protease 2","Zinc metalloprotease pitrilysin subfamily A. Signal peptide degrading enzyme targeted to mitochondria and chloroplasts. Expressed in flower, leaf and root. Not expressed in silique and shoot.","AT1G49630"
"AT1G49640.1",18375538,18376729,"-","1","alpha/beta-Hydrolases superfamily protein",NA,"AT1G49640"
"AT1G49650.1",18377252,18378634,"-","1","alpha/beta-Hydrolases superfamily protein",NA,"AT1G49650"
"AT1G49660.1",18378697,18379799,"-","1","carboxyesterase 5","Encodes a protein with carboxylesterase whose activity was tested using pNA.","AT1G49660"
"AT1G49670.2",18380804,18386108,"-","1","ARP protein (REF)","molecular function has not been defined. Was shown involved in oxidative stress tolerance.","AT1G49670"
"AT1G49680.1",18386867,18387166,"+","1",NA,NA,"AT1G49680"
"AT1G49700.1",18388792,18390496,"-","1","Plant protein 1589 of unknown function",NA,"AT1G49700"
"AT1G49710.1",18391338,18393947,"-","1","fucosyltransferase 12","Encodes a protein with core &alpha;1,3-fucosyltransferase activity.","AT1G49710"
"AT1G49715.1",18396772,18397339,"-","1","Defensin-like (DEFL) family protein","Encodes a defensin-like (DEFL) family protein.","AT1G49715"
"AT1G49720.2",18400092,18402628,"+","1","abscisic acid responsive element-binding factor 1","Identified as a protein that binds to abscisic acid response elements. May mediate transcriptional regulation of ABA responses.","AT1G49720"
"AT1G49730.1",18402506,18405681,"-","1","Protein kinase superfamily protein",NA,"AT1G49730"
"AT1G49740.1",18407518,18410022,"+","1","PLC-like phosphodiesterases superfamily protein",NA,"AT1G49740"
"AT1G49750.1",18410929,18412801,"-","1","Leucine-rich repeat (LRR) family protein",NA,"AT1G49750"
"AT1G49760.1",18416480,18420047,"+","1","poly(A) binding protein 8","polyadenylate-binding protein, putative / PABP, putative, similar to poly(A)-binding protein GB:AAF66825 GI:7673359 from (Nicotiana tabacum). Highly and ubiquitously expressed. Member of the class II PABP family.","AT1G49760"
"AT1G49770.1",18424578,18426782,"+","1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Encodes a member of the basic helix loop helix family of transcription factors. Loss of RGE1 function causes shriveled seeds that contain small embryos. The cuticle in the embryos does not develop normally, possible due to the adeherence of the endosperm to the developing embryo. RGE1 is expressed in the endosperm surrounding region which directly surrounds the developing embryo, however it exerts its effect non autonomously- in the developing embryo. Mutant seedlings are extremely sensitive to dessication due to the abnormal cuticle.","AT1G49770"
"AT1G49780.1",18428906,18430319,"-","1","plant U-box 26",NA,"AT1G49780"
"AT1G49790.2",18435351,18437068,"-","1","F-box associated ubiquitination effector family protein",NA,"AT1G49790"
"AT1G49800.1",18438365,18438939,"-","1",NA,NA,"AT1G49800"
"AT1G49810.1",18440013,18442237,"-","1","Na+/H+ antiporter 2","member of Na+/H+ antiporter-Putative family","AT1G49810"
"AT1G49820.1",18442882,18445098,"+","1","S-methyl-5-thioribose kinase","encodes 5-methylthioribose kinase, involved in methionine cycle","AT1G49820"
"AT1G49830.1",18445111,18446659,"-","1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",NA,"AT1G49830"
"AT1G49840.1",18452070,18454358,"+","1","Protein of unknown function (DUF620)",NA,"AT1G49840"
"AT1G49850.1",18455064,18456544,"-","1","RING/U-box superfamily protein",NA,"AT1G49850"
"AT1G49860.1",18458666,18459906,"+","1","glutathione S-transferase (class phi) 14","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","AT1G49860"
"AT1G49870.1",18460212,18463785,"+","1",NA,NA,"AT1G49870"
"AT1G49880.1",18464017,18466077,"+","1","Erv1/Alr family protein","Encodes Erv1, a component of the mitochondrial intermembrane space assembly machinery involved in the import pathway of the small intermembrane space proteins.  It contains a Cys-X-Cys shuttle disulfide and oxidizes thioredoxin in vitro.","AT1G49880"
"AT1G49890.1",18470075,18473823,"+","1","Family of unknown function (DUF566)",NA,"AT1G49890"
"AT1G49900.1",18473908,18477643,"-","1","C2H2 type zinc finger transcription factor family",NA,"AT1G49900"
"AT1G49910.1",18479025,18481475,"+","1","Transducin/WD40 repeat-like superfamily protein","Encodes a homolog of the yeast and human BUB3 (BUDDING UNINHIBITED BY BENZYMIDAZOL 3) protein.  Yeast and human BUB3s function in spindle assembly checkpoint control.","AT1G49910"
"AT1G49920.1",18481774,18484233,"-","1","MuDR family transposase",NA,"AT1G49920"
"AT1G49930.1",18484932,18485639,"+","1",NA,NA,"AT1G49930"
"AT1G49938.1",18487545,18488107,"-","1",NA,NA,"AT1G49938"
"AT1G49940.1",18488517,18491179,"-","1",NA,NA,"AT1G49940"
"AT1G49950.3",18494115,18497187,"-","1","telomere repeat binding factor 1","Encodes a telomeric DNA binding protein. In vitro, an N-terminal Myb domain enables it to interact with double-stranded telomeric repeats.","AT1G49950"
"AT1G49960.1",18498639,18501886,"+","1","Xanthine/uracil permease family protein",NA,"AT1G49960"
"AT1G49970.1",18501570,18504609,"-","1","CLP protease proteolytic subunit 1","Encodes a ClpP-related sequence. Though similar to ClpP proteins, this does not contains the highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp). The name reflects nomenclature described in Adam et. al (2001).","AT1G49970"
"AT1G49975.1",18504802,18505597,"+","1",NA,NA,"AT1G49975"
"AT1G49980.1",18507971,18513172,"+","1","DNA/RNA polymerases superfamily protein",NA,"AT1G49980"
"AT1G49990.1",18513628,18515099,"+","1","F-box family protein",NA,"AT1G49990"
"AT1G50000.1",18515059,18517249,"-","1","methyltransferases",NA,"AT1G50000"
"AT1G50010.1",18517586,18520000,"+","1","tubulin alpha-2 chain","Encodes alpha-2,4 tubulin.  TUA2 and TUA4 encode identical proteins.","AT1G50010"
"AT1G50020.1",18519946,18521695,"-","1",NA,NA,"AT1G50020"
"AT1G50030.1",18522441,18539995,"-","1","target of rapamycin","Related to TOR proteins from yeast and mammals, regulators of cell growth in response to nutrient availability. TOR proteins belong to the family of phosphatidylinositol 3-kinase and are targets of the antiproliferative drug rapamycin. AtTOR binds the yeast FKBP12 protein in the presence of Rapamycin, is involved in embryogenesis and is expressed in embryos, endosperm and meristems.","AT1G50030"
"AT1G50040.1",18542130,18543948,"+","1","Protein of unknown function (DUF1005)",NA,"AT1G50040"
"AT1G50050.1",18546165,18549046,"+","1","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein",NA,"AT1G50050"
"AT1G50060.1",18551186,18552578,"+","1","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein",NA,"AT1G50060"
"AT1G50080.1",18554001,18554276,"-","1",NA,NA,"AT1G50080"
"AT1G50090.1",18554641,18556794,"-","1","D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein",NA,"AT1G50090"
"AT1G50110.1",18558017,18560274,"-","1","D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein",NA,"AT1G50110"
"AT1G50120.1",18561829,18566172,"+","1",NA,NA,"AT1G50120"
"AT1G50140.1",18569735,18578702,"-","1","P-loop containing nucleoside triphosphate hydrolases superfamily protein",NA,"AT1G50140"
"AT1G50160.1",18581429,18581650,"+","1",NA,NA,"AT1G50160"
"AT1G50170.1",18582024,18583724,"+","1","sirohydrochlorin ferrochelatase B","encodes sirohydrochlorin ferrochelatase catalyzing the last step of the siroheme biosynthesis","AT1G50170"
"AT1G50180.1",18584235,18587136,"+","1","NB-ARC domain-containing disease resistance protein",NA,"AT1G50180"
"AT1G50190.1",18588229,18590799,"-","1","Cysteine/Histidine-rich C1 domain family protein",NA,"AT1G50190"
