"chromosome"	"transcript_start"	"transcript_end"	"strand"	"name"	"short_description"
10	38648	40060	-	LOC_Os10g01030	"hypothetical protein"
10	45941	58338	-	LOC_Os10g01044	"isoflavone reductase, putative, expressed"
10	67119	72971	+	LOC_Os10g01060	"protein kinase family protein, putative, expressed"
10	75410	76305	-	LOC_Os10g01070	"expressed protein"
10	80964	82250	-	LOC_Os10g01080	"SOR/SNZ family protein, putative, expressed"
10	94798	97746	+	LOC_Os10g01100	"receptor-like protein kinase, putative, expressed"
10	100327	103441	-	LOC_Os10g01110	"OsSCP44 - Putative Serine Carboxypeptidase homologue, expressed"
10	110138	116454	-	LOC_Os10g01134	"OsSCP46 - Putative Serine Carboxypeptidase homologue, expressed"
10	117752	118419	-	LOC_Os10g01150	"hypothetical protein"
10	159717	160240	+	LOC_Os10g01240	"VQ domain containing protein, putative, expressed"
10	165751	166057	+	LOC_Os10g01250	"expressed protein"
10	186839	188513	-	LOC_Os10g01290	"PHLOEM 2-LIKE A10, putative, expressed"
10	208873	209564	-	LOC_Os10g01340	"expressed protein"
10	228716	233969	+	LOC_Os10g01380	"CW7, putative, expressed"
10	239156	242301	-	LOC_Os10g01390	"OsWAK93 - OsWAK receptor-like cytoplasmic kinase OsWAK-RLCK"
10	243538	244559	+	LOC_Os10g01400	"hypothetical protein"
10	249310	251408	-	LOC_Os10g01410	"OsWAK94 - OsWAK receptor-like  protein OsWAK-RLP, expressed"
10	252751	253017	-	LOC_Os10g01420	"hypothetical protein"
10	259994	260482	+	LOC_Os10g01430	"expressed protein"
10	282127	282540	-	LOC_Os10g01460	"expressed protein"
10	284701	286941	-	LOC_Os10g01470	"homeobox associated leucine zipper, putative, expressed"
10	301771	308113	-	LOC_Os10g01480	"Inositol 1, 3, 4-trisphosphate 5/6-kinase, putative, expressed"
10	316728	318305	+	LOC_Os10g01490	"hypothetical protein"
10	321215	321388	-	LOC_Os10g01500	"expressed protein"
10	344330	347794	+	LOC_Os10g01530	"helix-loop-helix DNA-binding domain containing protein, expressed"
10	348798	357989	-	LOC_Os10g01540	"notchless protein, putative, expressed"
10	372226	375691	-	LOC_Os10g01560	"serine/threonine-protein kinase, putative, expressed"
10	377147	382430	-	LOC_Os10g01570	"C-5 cytosine-specific DNA methylase, putative, expressed"
10	386264	387022	+	LOC_Os10g01580	"expressed protein"
10	406740	416081	-	LOC_Os10g01610	"expressed protein"
10	418699	419051	+	LOC_Os10g01620	"hypothetical protein"
10	427454	430429	+	LOC_Os10g01640	"decarboxylase, putative, expressed"
10	431802	433551	-	LOC_Os10g01650	"transferase family protein, putative, expressed"
10	435411	438047	-	LOC_Os10g01660	"transferase family protein, putative, expressed"
10	444538	445563	-	LOC_Os10g01670	"hypothetical protein"
10	448670	452960	+	LOC_Os10g01680	"transferase family protein, putative, expressed"
10	455987	457291	+	LOC_Os10g01690	"transferase family protein, putative, expressed"
10	458730	460565	+	LOC_Os10g01700	"expressed protein"
10	461268	461776	+	LOC_Os10g01710	"hypothetical protein"
10	468565	472415	+	LOC_Os10g01720	"transferase family protein, putative, expressed"
10	473916	476054	+	LOC_Os10g01730	"hypothetical protein"
10	477515	477832	-	LOC_Os10g01740	"hypothetical protein"
10	488939	489472	-	LOC_Os10g01760	"peroxidase precursor, putative, expressed"
10	526147	527331	+	LOC_Os10g01800	"transferase family protein, putative, expressed"
10	528323	528726	+	LOC_Os10g01810	"hypothetical protein"
10	529428	533602	+	LOC_Os10g01820	"expressed protein"
10	535958	538026	+	LOC_Os10g01830	"expressed protein"
10	540892	542632	+	LOC_Os10g01840	"hypothetical protein"
10	545798	548793	-	LOC_Os10g01844	"expressed protein"
10	583024	584677	+	LOC_Os10g01920	"transferase family protein, putative, expressed"
10	591184	592703	+	LOC_Os10g01930	"transferase family protein, putative, expressed"
10	632158	633300	+	LOC_Os10g02000	"transferase family protein, putative, expressed"
10	643819	644256	+	LOC_Os10g02020	"expressed protein"
10	655612	658907	-	LOC_Os10g02040	"peroxidase precursor, putative, expressed"
10	663618	663905	+	LOC_Os10g02050	"expressed protein"
10	677086	678882	-	LOC_Os10g02070	"peroxidase precursor, putative, expressed"
10	680099	683327	-	LOC_Os10g02080	"PTR-like peptide transporter, putatuve, expressed"
10	689290	695799	-	LOC_Os10g02100	"peptide transporter PTR2, putative, expressed"
10	724761	725707	-	LOC_Os10g02140	"expressed protein"
10	761181	765312	-	LOC_Os10g02210	"peptide transporter PTR2, putative, expressed"
10	771679	776347	-	LOC_Os10g02220	"peptide transporter PTR2, putative, expressed"
10	782304	783800	-	LOC_Os10g02230	"expressed protein"
10	787901	791239	-	LOC_Os10g02240	"peptide transporter PTR2, putative, expressed"
10	792759	799368	-	LOC_Os10g02250	"OsWAK95 - OsWAK receptor-like protein kinase, expressed"
10	805663	809801	-	LOC_Os10g02260	"peptide transporter PTR2, putative, expressed"
10	812985	813773	+	LOC_Os10g02270	"expressed protein"
10	816250	817203	+	LOC_Os10g02276	"OsWAK96 - OsWAK receptor-like protein kinase, expressed"
10	818700	821884	+	LOC_Os10g02284	"OsWAK97 - OsWAK receptor-like protein kinase, expressed"
10	824623	826309	-	LOC_Os10g02300	"uncharacterized Cys-rich domain containing protein, putative, expressed"
10	833695	835495	+	LOC_Os10g02330	"hypothetical protein"
10	836753	838994	+	LOC_Os10g02340	"peptide transporter PTR2, putative, expressed"
10	840040	843859	-	LOC_Os10g02350	"transmembrane 9 superfamily member, putative, expressed"
10	848170	850432	-	LOC_Os10g02360	"OsWAK98 - OsWAK receptor-like cytoplasmic kinase OsWAK-RLCK, expressed"
10	866389	870954	+	LOC_Os10g02380	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
10	880362	880580	-	LOC_Os10g02410	"expressed protein"
10	904348	907022	+	LOC_Os10g02470	"deoxymugineic acid synthase1, putative"
10	911552	916911	+	LOC_Os10g02480	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
10	923710	926905	+	LOC_Os10g02490	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
10	926352	930299	-	LOC_Os10g02500	"serine/threonine-protein kinase BRI1-like 2 precursor, putative, expressed"
10	939315	940401	-	LOC_Os10g02509	"GAGA-binding protein, putative, expressed"
10	976451	978538	-	LOC_Os10g02584	"GAGA-binding protein, putative, expressed"
10	998165	999451	+	LOC_Os10g02610	"expressed protein"
10	1000086	1002907	-	LOC_Os10g02620	"GAGA-binding protein, putative, expressed"
10	1004276	1005490	+	LOC_Os10g02625	"gibberellin regulated protein, putative, expressed"
10	1019498	1021978	+	LOC_Os10g02640	"expressed protein"
10	1023447	1023656	-	LOC_Os10g02644	"hypothetical protein"
10	1033932	1037595	-	LOC_Os10g02650	"PPR repeat containing protein, expressed"
10	1048647	1050477	-	LOC_Os10g02670	"expressed protein"
10	1053681	1054140	+	LOC_Os10g02680	"EF hand family protein, putative, expressed"
10	1054829	1056630	-	LOC_Os10g02690	"expressed protein"
10	1066876	1072072	-	LOC_Os10g02720	"OsWAK99 - OsWAK receptor-like protein kinase, expressed"
10	1082910	1084984	+	LOC_Os10g02750	"Ser/Thr protein phosphatase family protein, putative, expressed"
10	1085169	1089548	-	LOC_Os10g02760	"hydroxyproline-rich glycoprotein family protein, putative, expressed"
10	1092789	1096966	-	LOC_Os10g02770	"glycosyl hydrolases family 16, putative, expressed"
10	1108799	1109966	+	LOC_Os10g02780	"expressed protein"
10	1116857	1117664	+	LOC_Os10g02800	"glycine-rich cell wall structural transmembrane protein, putative, expressed"
10	1126728	1131485	+	LOC_Os10g02814	"G-protein alpha subunit, putative, expressed"
10	1136713	1136973	-	LOC_Os10g02830	"expressed protein"
10	1139909	1141433	-	LOC_Os10g02840	"O-methyltransferase, putative, expressed"
10	1159949	1161656	+	LOC_Os10g02870	"conserved hypothetical protein"
10	1162912	1164485	-	LOC_Os10g02880	"O-methyltransferase, putative, expressed"
10	1180353	1180850	+	LOC_Os10g02890	"expressed protein"
10	1183564	1183953	+	LOC_Os10g02900	"expressed protein"
10	1189812	1191788	-	LOC_Os10g02920	"cytochrome b561, putative, expressed"
10	1223556	1227061	-	LOC_Os10g02970	"Leucine rich repeat N-terminal domain containing protein, putative, expressed"
10	1234067	1241772	+	LOC_Os10g02980	"formin, putative, expressed"
10	1243478	1245660	-	LOC_Os10g02990	"leucine-rich repeat receptor-like protein kinase 1, putative, expressed"
10	1265285	1266469	-	LOC_Os10g03050	"leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed"
10	1308414	1310945	+	LOC_Os10g03100	"Cf2/Cf5 disease resistance protein, putative, expressed"
10	1355438	1356507	+	LOC_Os10g03210	"expressed protein"
10	1359516	1360316	+	LOC_Os10g03230	"expressed protein"
10	1381690	1382515	+	LOC_Os10g03260	"expressed protein"
10	1384320	1385575	-	LOC_Os10g03270	"hypothetical protein"
10	1388805	1389186	+	LOC_Os10g03280	"expressed protein"
10	1390813	1391829	+	LOC_Os10g03290	"CYP94D2, putative"
10	1405706	1407215	+	LOC_Os10g03320	"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
10	1431142	1432407	+	LOC_Os10g03360	"transferase family protein, putative, expressed"
10	1438269	1439327	-	LOC_Os10g03380	"hypothetical protein"
10	1444002	1445321	+	LOC_Os10g03390	"transferase family protein, putative, expressed"
10	1447360	1451348	-	LOC_Os10g03400	""
10	1452360	1453395	+	LOC_Os10g03410	"hypothetical protein"
10	1455951	1457102	+	LOC_Os10g03420	"receptor-like protein kinase 2 precursor, putative, expressed"
10	1464694	1465939	+	LOC_Os10g03430	"expressed protein"
10	1468732	1470114	+	LOC_Os10g03440	"avr9/Cf-9 rapidly elicited protein 74, putative, expressed"
10	1479694	1480206	-	LOC_Os10g03450	"expressed protein"
10	1498148	1499169	-	LOC_Os10g03480	"cyclin-dependent kinase G-1, putative, expressed"
10	1501279	1504668	-	LOC_Os10g03490	"expressed protein"
10	1514813	1515307	-	LOC_Os10g03500	"expressed protein"
10	1516417	1516806	+	LOC_Os10g03510	"hypothetical protein"
10	1523659	1524437	+	LOC_Os10g03520	"expressed protein"
10	1525512	1526294	-	LOC_Os10g03530	"CAF1 family ribonuclease containing protein, putative, expressed"
10	1530559	1532298	+	LOC_Os10g03540	"ribosomal protein L7Ae, putative, expressed"
10	1532794	1536196	+	LOC_Os10g03550	"expressed protein"
10	1539462	1540349	+	LOC_Os10g03560	"CAF1 family ribonuclease containing protein, putative, expressed"
10	1540563	1546403	-	LOC_Os10g03570	"RGH1A, putative, expressed"
10	1554751	1554957	+	LOC_Os10g03590	"hypothetical protein"
10	1556748	1560612	+	LOC_Os10g03600	"OsFBX343 - F-box domain containing protein, expressed"
10	1561403	1562164	+	LOC_Os10g03610	"heat shock protein DnaJ, putative, expressed"
10	1562590	1565335	-	LOC_Os10g03620	"OsFBX344 - F-box domain containing protein, expressed"
10	1587858	1590497	-	LOC_Os10g03640	"expressed protein"
10	1622222	1635958	-	LOC_Os10g03660	"OsFBX345 - F-box domain containing protein, expressed"
10	1642335	1646902	-	LOC_Os10g03669	"expressed protein"
10	1656604	1659692	-	LOC_Os10g03690	"OsFBX346 - F-box domain containing protein, expressed"
10	1672287	1675190	+	LOC_Os10g03710	"expressed protein"
10	1678019	1678480	+	LOC_Os10g03720	"expressed protein"
10	1681080	1684278	-	LOC_Os10g03730	"OsFBX347 - F-box domain containing protein, expressed"
10	1688322	1691241	-	LOC_Os10g03740	"OsFBX348 - F-box domain containing protein, expressed"
10	1694920	1697854	-	LOC_Os10g03750	"OsFBX349 - F-box domain containing protein, expressed"
10	1700332	1702957	-	LOC_Os10g03760	"OsFBX350 - F-box domain containing protein, expressed"
10	1703939	1704759	+	LOC_Os10g03770	"expressed protein"
10	1707818	1715027	-	LOC_Os10g03780	"OsFBX351 - F-box domain containing protein, expressed"
10	1717167	1717727	-	LOC_Os10g03800	"expressed protein"
10	1726420	1727241	-	LOC_Os10g03820	"expressed protein"
10	1729211	1740145	-	LOC_Os10g03830	"expressed protein"
10	1740988	1742506	-	LOC_Os10g03840	"expressed protein"
10	1743576	1752161	-	LOC_Os10g03850	"OsFBX352 - F-box domain containing protein, expressed"
10	1752360	1752833	+	LOC_Os10g03855	"expressed protein"
10	1766346	1767221	+	LOC_Os10g03880	"CAF1 family ribonuclease containing protein, putative, expressed"
10	1768415	1768992	+	LOC_Os10g03890	"expressed protein"
10	1770927	1773181	-	LOC_Os10g03900	"expressed protein"
10	1774664	1777677	-	LOC_Os10g03910	"OsFBX354 - F-box domain containing protein, expressed"
10	1783324	1783977	+	LOC_Os10g03920	"zinc finger, RING-type, putative, expressed"
10	1785078	1788079	-	LOC_Os10g03930	"OsFBX355 - F-box domain containing protein, expressed"
10	1792215	1793090	+	LOC_Os10g03950	"legume lectins beta domain containing protein, putative, expressed"
10	1800058	1802095	-	LOC_Os10g03960	"expressed protein"
10	1828797	1830377	-	LOC_Os10g04000	"STE_MEKK_ste11_MAP3K.22 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
10	1833204	1834781	-	LOC_Os10g04010	"STE_MEKK_ste11_MAP3K.23 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
10	1838774	1839997	+	LOC_Os10g04020	"OsFBX356 - F-box domain containing protein, expressed"
10	1841752	1842846	+	LOC_Os10g04030	"expressed protein"
10	1871009	1875535	-	LOC_Os10g04060	"powdery mildew resistance protein PM3b, putative, expressed"
10	1890052	1894005	-	LOC_Os10g04090	"disease resistance RPP13-like protein 1, putative, expressed"
10	1897784	1902520	+	LOC_Os10g04110	"MLA6 protein, putative, expressed"
10	1904371	1909316	-	LOC_Os10g04120	"powdery mildew resistance protein PM3b, putative, expressed"
10	1932697	1933882	-	LOC_Os10g04160	"expressed protein"
10	1949297	1956934	-	LOC_Os10g04180	"NB-ARC domain containing protein, expressed"
10	1961770	1963890	+	LOC_Os10g04210	"expressed protein"
10	1987187	1989186	-	LOC_Os10g04260	"expressed protein"
10	1999064	1999595	-	LOC_Os10g04270	"jacalin-like lectin domain containing protein, expressed"
10	2010999	2011880	+	LOC_Os10g04280	"DNA-directed RNA polymerase II subunit RPB1, putative, expressed"
10	2044042	2057559	+	LOC_Os10g04342	"stripe rust resistance protein Yr10, putative, expressed"
10	2059131	2060817	-	LOC_Os10g04370	"OsFBX357 - F-box domain containing protein, expressed"
10	2062493	2064004	-	LOC_Os10g04380	"expressed protein"
10	2077882	2081080	+	LOC_Os10g04400	"transferase family protein, putative, expressed"
10	2085126	2086821	+	LOC_Os10g04410	"hypothetical protein"
10	2087424	2091932	+	LOC_Os10g04429	"transferase family protein, putative, expressed"
10	2098286	2099823	-	LOC_Os10g04450	"expressed protein"
10	2101164	2101632	-	LOC_Os10g04460	"expressed protein"
10	2107756	2109186	-	LOC_Os10g04470	"conserved hypothetical protein"
10	2122597	2123738	+	LOC_Os10g04480	"expressed protein"
10	2128845	2131672	+	LOC_Os10g04490	"expressed protein"
10	2133169	2133504	-	LOC_Os10g04500	"hypothetical protein"
10	2143364	2144422	+	LOC_Os10g04510	"expressed protein"
10	2146966	2148521	+	LOC_Os10g04520	"expressed protein"
10	2151265	2152716	+	LOC_Os10g04540	"expressed protein"
10	2158089	2158978	+	LOC_Os10g04550	"hypothetical protein"
10	2163123	2164565	+	LOC_Os10g04560	"hypothetical protein"
10	2169100	2170542	+	LOC_Os10g04570	"expressed protein"
10	2178608	2183211	-	LOC_Os10g04580	"ras-related protein, putative, expressed"
10	2185226	2188547	+	LOC_Os10g04590	"OsFBX358 - F-box domain containing protein, expressed"
10	2191954	2194603	+	LOC_Os10g04600	"OsFBX359 - F-box domain containing protein, expressed"
10	2196559	2198967	+	LOC_Os10g04610	"OsFBX360 - F-box domain containing protein, expressed"
10	2201493	2206735	+	LOC_Os10g04620	"OsPOP20 - Putative Prolyl Oligopeptidase homologue, expressed"
10	2208448	2209029	-	LOC_Os10g04625	"expressed protein"
10	2212018	2212907	+	LOC_Os10g04630	"expressed protein"
10	2220769	2224867	+	LOC_Os10g04660	"expressed protein"
10	2226402	2237611	-	LOC_Os10g04674	"disease resistance protein RPM1, putative, expressed"
10	2239218	2240843	-	LOC_Os10g04690	"expressed protein"
10	2243002	2245973	-	LOC_Os10g04700	"OsFBX361 - F-box domain containing protein, expressed"
10	2247890	2248524	+	LOC_Os10g04710	"expressed protein"
10	2249380	2252231	-	LOC_Os10g04720	"TKL_IRAK_DUF26-la.5 - DUF26 kinases have homology to DUF26 containing loci, expressed"
10	2257490	2262626	+	LOC_Os10g04730	"TKL_IRAK_DUF26-la.6 - DUF26 kinases have homology to DUF26 containing loci, expressed"
10	2278550	2279444	-	LOC_Os10g04750	"OsFBX362 - F-box domain containing protein, expressed"
10	2289182	2292768	-	LOC_Os10g04770	"expressed protein"
10	2299438	2300571	-	LOC_Os10g04780	"OsFBX363 - F-box domain containing protein, expressed"
10	2317293	2317584	+	LOC_Os10g04800	"expressed protein"
10	2339597	2340690	+	LOC_Os10g04840	"expressed protein"
10	2350404	2354505	-	LOC_Os10g04850	"OsFBO5 - F-box and other domain containing protein, expressed"
10	2358790	2368732	+	LOC_Os10g04860	"aldehyde oxidase, putative, expressed"
10	2370079	2370324	+	LOC_Os10g04870	"expressed protein"
10	2372182	2372976	-	LOC_Os10g04880	"expressed protein"
10	2374615	2378634	+	LOC_Os10g04890	"expressed protein"
10	2386145	2392769	+	LOC_Os10g04900	"OsFBX364 - F-box domain containing protein, expressed"
10	2401665	2404415	-	LOC_Os10g04910	"expressed protein"
10	2408694	2409242	-	LOC_Os10g04930	"expressed protein"
10	2411711	2412426	-	LOC_Os10g04940	"hypothetical protein"
10	2412880	2413323	-	LOC_Os10g04950	"hypothetical protein"
10	2416091	2416490	-	LOC_Os10g04960	"expressed protein"
10	2422055	2426567	-	LOC_Os10g04980	"OsFBX365 - F-box domain containing protein, expressed"
10	2430137	2432651	+	LOC_Os10g04990	"expressed protein"
10	2438829	2440258	+	LOC_Os10g05000	"OsFBX366 - F-box domain containing protein, expressed"
10	2445657	2448048	+	LOC_Os10g05010	"expressed protein"
10	2453869	2455724	-	LOC_Os10g05020	"cytochrome P450, putative, expressed"
10	2458050	2458593	+	LOC_Os10g05030	"expressed protein"
